runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.b.buffer,param.offset.integer,param.value.string
12,3270,37013,10000,Buffer[926],61,JQm`51[EGRb^0+)J6(gy_#-Y;#5fmF~H5buPN-cs?SK"'jF!34S38W>3dM"ml@!c{W!KQF
12,3258,38467,10000,Buffer[849],250,RcJ^bKm>FcP9"odo[kk+Vxpm[K/_H5CWb3N]8IthYTiqF2OxaG7lW"a yl>U2a.6%::rArPblIkzQ.Io |W|9c8%&QQECh|DS PgPk|h ?qh.F^}s5=xX}3}n-gR60|y=]dr*cOoSa|TZ5EJQ(+89"_WgKcL;cC;6YfTfT`:mZR:?r28.bxg=;6p=eGY[+cua<6=Zm7.8uXpB8soV|8[A.P$gbe`9]%QdiaA
12,3258,36749,10000,Buffer[974],72,L;=k*=:J~r#5+1vEi|$}j*m';djO};o]r=M65c!286ZSl7s3fVymf60cQw(J2jy_`Kx?I;iCow2<vOu?dBaO@G5q4=svgy|lsJmO+B'"?`pYv^5d*C#%$t]
12,3268,37330,10000,Buffer[927],35,>mg9{i?Wt|?yF3|TC>%G:~dqT;fdT{
12,3261,36475,10000,Buffer[944],249,-t_wLQA)ig\J!AZ*DxBlft7AX*!~;:x%;@>EP`"|M`jeCr2_@CI;o6 wjzy[)e)8V+gL8c<tjJoJV*l0~(Gz6lAt:l
12,3265,38269,10000,Buffer[758],130,r;]_HjY2KW<4]U2^4JH;*kc6~b+HxM*!'EW'@o:-bidsNCuGJ(*)) QOh#'7cpy];?;@aC3UO6IM&7m*yf3|QMX~FV@O'SmWa+YIf^Gm41wF6Jv9_Vzhv+w}iA$UE@1zbLQiK\;F;R"k6*.nH~rLu7;:}&"6t#QrnHNhaYG$K9M9_W]oB25P;O<P3$3@52kzfc-J1s"cvXS4?*k?U7
12,3261,38892,10000,Buffer[814],20,uItogMcE=(*_ekh8"|aIX3*=5+O?M^wQj-da2nGI`CFJ1fi F^z2~m*)mmw)Jz|r)a"*CneF*v;YIM/C?lFR>xSw6\7')(+QS<lDhCf~b]t%_eqT)7!zcdeL\x]JNR=B:={DlN%f98~ZIwpEnoo:{&fz
12,3259,36383,10000,Buffer[535],138,#\OIzEBX.4Q[iwID9~Vc+C]vC:(mM9"\>B*^/hqGDeY@as&J|@Nclh"=H5}PK[SAc3SRbUM8a8mFt[;Ds08<O?3`mcrwO@OfapGXBska'=h*P
12,3257,37513,10000,Buffer[717],27,Y5F9+nr~e/@y|;SE|!ym;(}_AtAk;m{zmWIFJD?>Nn6kwD+Zh)$Z.A;WB\wJ/CGB4Nk(b}7fH9<z ]"$YCM\>VU 3f?LxAB|158-e
12,3262,40572,10000,Buffer[923],17,fx8=?;:+>HmTv;T\b!l?ULvdI!hS;1]Xf|N8par0MaWw}vdIL.8RY.'Z+:rdd"91{V[V[m2A6i}z;h~U7oP$(~$iz:Yf0.\P]~}1Cx)N* 3D`N;`]@Q@i:<LHR@1j?g  a8|P{/$4Im
12,3265,38245,10000,Buffer[774],72,N7@HgEkHNtRBK{o79"=I6XOJy7#DI{vIg}Wk=YH<e$[LrWu/n|[\'!k~Xo.>Y-op!bIPC\^8~(fX1nVF68Z^3q(LoLkzywe8KAQtFZZ!c#{CN]B$!2OW0]9$0dTyls~-a(Q2=5;XnQBu"F\5b`Z]Y!m|k^nY&gHR6r#D%k3jD.4%#Dyvh[
12,3258,38214,10000,Buffer[666],26,ge.e)P$KazL0X{@a>7Z{;y|.W8fS:W!IP6;;>n5CcDuR]ctrW<ttZvZi*GD:&_;*6mm L?\0&L8J7v^?I.LwtgA1z<yfHL+wfaR@pVLFJY9k)Iz~&F"b!(_oWcGC:_7/0^QtASyGY}0VC@]H2?UM/?10F.2K>zW}$G'KN`PlIrcj;.gymKN''+DvJX$Iz37pD
12,3256,36849,10000,Buffer[645],192,tl/92^+-].bg`8bY.px=C!<`g*gg#f9dL^QAX<)#'kN5u;4=G5v;(:y27-DB3Ep'Z({tWxj=MWL;!pg#v?LzQ\&Q{RvYJtM5t10>ch=fq4
12,3257,38115,10000,Buffer[844],254,"J_*5g(`nikIRmG;8bgS57\-F6_!K=9D`@c$;ln>_1)<'T*q^_/7TVz/P4~NCz]*i15R:cia#\Z%k)D/)+$S)%z?QwwSIRP/}-MYXe#9]=og+BU3Kp[jF=F9*+lnPrep77 >9NMl09<\oC\`LUri+65B>a*t'5llvg26;yB_2qVtp^;3:rMT?Keb</i&*LY4W%J!~y\/rmkbDNiGJ}N3F#?\l30oyf#jx*;EPkzDLJR-x
12,3259,37045,10000,Buffer[570],99,aDAfaU:aEP7{lWMI~/r?S`TKh^4;2&P/$/k0]T:e3BXThQLti^jvi T\R~"<(#Baz(^jfK*Gjm{T:u(jBJ9:!R4g!]&
12,3261,37916,10000,Buffer[891],95,UyoMHRc\dMV;GxDKzE}:_Eyw7(418C$ZRk7@IwCnF}DK}T &VV0Xa"r4QRH]<e$S+B
12,3260,37329,10000,Buffer[733],141,TX~;Kfp;&|~i=uOP:b~Wm*|ExG[W07C2x T@T^gv)
12,3257,38316,10000,Buffer[651],64,UeAQ]q>IbV$&qi[I6wz9GXgk[k]io>qtIJ;@|{"}K-+5tu_aVA)0rZ'l]x%w%s] `Br=@zDEjeh'-Xi-z+`|\t9s#[X/&To{{bd`2\*2N^f]Ie1~;"FO=tBm3MN:?}#M)V(t@z6NK8&:<-~iX-OT_#)_KX$siN"
12,3256,36702,10000,Buffer[970],40,f&WU|bCbfc]I[(3DdSeh]U8:<jPQJg`\P'-rW<!*3+t3.+(:;4z}CBfB!Rv(tN!N[;Z]`J
12,3265,38092,10000,Buffer[961],76,3_Yw7 MR;984B\8NrB'=:`Iei$u`[:kD%*l[*=x8_UIXS264z~CR6-@M$=X%Xy[O^10!b5KN~D4GO&V7\^g&G'[X)/'0)I>LO>f!HzQkNpCt#1/M+O_CFD?3~?UaG$Yn: 8Ag*`q'MMu6U]6MPdy[; .lm"du'`TGKXDxfQThyka[m-(W$ ?-y< )561<OU;B^{<nZkh9vl7p3].KdY;Gw`jwgxd;-WVY[p6oah/BD>.J(qX
12,3263,36673,10000,Buffer[596],17,U+drZ!<"7;P$8#` -[qT;[F';gweLmn.-g6#8(x-Lp`xkb/>KJ6_(U1C.>Idv=ipUGd$m1-a)4r&yD^(
12,3287,40897,10000,Buffer[552],192,y/g["1bY?GF mRb;%Wm6G=4h131Eppa40nK7I(8W6oY=6$24hR.~;{xNPKNM{?KxF=KN8cT.r)3r8w<loOW:2\`/$Z"|QbX!W!D+i>v{yf!1irR1qN<;@rYfA?Zh{#d{5.!BX;fA_~=c`M}YJ
12,3255,38871,10000,Buffer[895],116,oqtXC{NP~3ih{0s6dYR"iXHHeUDgMkkX'CN:;Rw'S`t;2BpN<@anciibY|}y`1N/[G~VlRde%k|hzQ#M-0PJ"xT{sIi4?x+7"`7LsezU#bvVyl-y*xVj0K!W5s$/Rc?`;pu9f;vg7he;<%21r/&w0A(#%MI=X0I^|LF;3>d73@J=@=g>LHk/umF6kzhX&OL9fMxc]}:peLs"ZR}8ZY{nk?
12,3276,38858,10000,Buffer[640],114,>)}+IqOs}jFvl`q!aI]BBp3Ns{DqvjyIYP(4yIccM^J7aNww zB^PD\~E48JA8(Y~}usGM~^sDdc|*UoS1>PJ~fa*7|e]i6X;^cJXS2rkF( ;]P|eAx&d)rIOrv>pCqmSqCxXSb(Q=f&W{snlK}GO|s">-3h-^GG#7<
12,3257,39006,10000,Buffer[911],187,2.6).Di+y:3n'Q6U'WRw%KJ^I&=\.|oTA'FASf_PJ-#`VN+tZ pJqQh (scV_QT ;Z-]?_EN*LHO=eCbUjyZ2N7'HY$~ $+l*s%;?m\))!OB[>Q`u>X0t{F&t 81u5lAW)!7/*?ctf]\"udG~a^w]4dvEF)#;.igLFP;dGJ'@l:zbMTUmYk{j^-
12,3272,36260,10000,Buffer[971],220,-gOb:#zsa1+jY\sYb+TdT!#N7gU3-<v3V9}w4(^8c+<Z(<Hb`#2i5>7VXLGUF0(w+ `aZ;`9bI+"TyI|D;HiEtXZmPy-XUJ8$
12,3280,38281,10000,Buffer[626],158,Ub)K;+6iXQ1RGr$W:6ssc`i@)&Pm#1lBegS#]ZC5';.Sur1_hE'$'1#Xn3XS*ry~O9[GmFvBy)4F$gx]M(U})C-f~8v6C;Eag:13[4%Sax-|>=F3V(0J=`=Fgy=;#rkr.{Hk;0bB8qCc7&|n5;+({|
12,3258,37812,10000,Buffer[643],192,j2xo.K[/W<YSS`G@rSnIZ9~_-Ks9|P@t;}[LK&8q/&<2^cQ}n7;BPbK(=eF38`>(@6L`rJ#>k
12,3267,38576,10000,Buffer[696],94,u+|4QzlpS|>B]Dx;cRgLN:n*^D;_ui<tTy#Nb%[i?iV/e? =oAx;eEj@J4wap}Wm??}:mq${j}RGWvih"3Y%6)&wJpY(]dR>v]=b[tQrhlCS\^{l30v_Rp;GXK%yyhP-J|4fTrxE:1FWi;l!hDRIt+?tW24&H<njX=eg[7GxhZN&*(h+LaU=$-^fVxi\\
12,3258,38487,10000,Buffer[753],146, lTLOUqpe;% ;W%'A6?7Y8ywpGL;TZ\vLz9FmU/4A*T=U%DAw;yMdIX]pY20\QB[\|GM=1|;K t?O5Oc|b@;lEB3a4Bn.xT]mOrnE;n6{D+x}GS<WRu;F?!T/F!l\Qn@%@ulUmhAu g#2w<Z9o[lURS)`%L@)d\z42E[ITRRu?k(;f0[ 
12,3265,39357,10000,Buffer[692],42,69`e;_Rys=xIs"[pA8;}UUg9=Sth)ujBa)F3O@Qw%J9!_U#.h\=[XN"L I<NxqXU_}Ll;cPb|W 6JBuR=F$FDP_3(3!yx1 I:J@pHr;CyyBn:'D%'1#$S&r{.UN^|E).K6zqfzlZOK>Hm:4kvYK$?!&N| %WH"x@x
12,3258,41641,10000,Buffer[637],149,zM0Ud[0)~{]Jr!OZS04~Tn:!g3{'<r3Q4TlbV}+Q;}Orf2gfQa[=RN& sQ7o$^vk:Ouh).o`RVg'Mpo#n&u$}epQQ7hbZ}KH.t=%g;/|`;C#&@K;P^I[F9%3M/GRkLB]%qdPp]3X5y.XeQIv}j*;[{ul(=y+zltsA2gbd-!{t]};r"h-/+'c;uV*n{+HC
12,3258,36755,10000,Buffer[525],137,XDp ;jU]haf]2(PH?^`y4UcXHkGl~B;XiKn9/eh!dvt"ZJoxm?XsRq3:5%09L"8;t_~`qZnn<5MKV{pJZcs!rtB!i^ScxnQz$'k'u5dtlSK;ZL f0-(9G2hs"B^
12,3277,39759,10000,Buffer[883],77,V?^U=bF#nUNfeT_nTjO2vQKd:t|u=Qx)@RQY_*rrTTxlYVC8cS4Ab;/c7Ur;MQMy_Cvc2NP8CTt)L`AYRlKhP; @jIFR%;_]`R|:&J.iPDAgk6:.M9k~"h;*ZFOQ[^~DC6^x@57'IJqdIkpZ}o?co1#!G~Yso<&YrK%%|zEE_1rP!=2=@>uVd5*2s-iGvF):a1~5hfKU
12,3278,39183,10000,Buffer[811],167,q= fZ{Z;HRWi>/kz{tGOeUE")+ZU'[{}"B5gUiiFycUnC]elTEdy>Y0;b.qU(!y|PJ=XK;)DTVDw;w{k<b#p}qx-7<W2IxRVD)`O)f8;PwIdU:Z'P=Kg(~:`tnhaeF7cS:gM }qIir j#m!kiR]SOUt<ia;c2-wed#su wYZ;&p$&/v=7S;W!@B7z#"1=ZGc>I;s@"$D8lAEy-|& _)vf4?G(Rm"2^F*OG'hzG=
12,3277,40394,10000,Buffer[548],154,5`+82j*7jPJ_R%?_F.WEA&+*'puif'HUm#GEHujBQg$tif(TdBN\st;\'$mYXq7xd47(;.@KU]#!aw e<{j8~do&ynM^z3Y82N#bC/'o+~C=gYC>JF*6zs'b75s|_kY([_S?>Q.(]u q%Y.):{}v^"KXN%;r^]XQ$@ZLy@LU92q7Qh$SWl`<|TKCmK0SW"@#%XY?gBkb'hBlOhpA8sV~Vt\5\Ns@{Z=)817?kT%C.<_*{\?nlr't vs9SS
12,3255,39161,10000,Buffer[809],64,TYur!}x[k{vp`E6LQ tmO_bZOl"A%:+wt\K/#RTc0F*'e>*LmJ7Sf`xae\8/GQx[fd]i)RY\_o7MsO8[Ef;/qzKT1MzTQ1O|^&-?y=s)P)XEIG;6DN9/l0{O9BX? Xv5K3$QI|DAKM|RhgF&$;_sBz}2!iTC<g6sS_CF?c4_RA->B-*F<@r_DU7|IEoWd:jPC1OgNE|j%EQwc486qQLFTq)OU+.JF
12,3252,36542,10000,Buffer[594],211,!ur{>.7=2B^tzmc)>Zzk$H9]~OvL> +X_`%]4~^TV\adKzi}M:PDot]-&b-wHE=u{+'+uD)"1++&cMG5QIJ4w<
12,3268,35451,10000,Buffer[710],210,Vk"! }Ng4*k1.aaj&0?4MP
12,3285,38206,10000,Buffer[1015],160,n^Urw"53B-=bm|<oAnQ'jv<yimT?AaZ4 %lj5q~;B6Qn#DD_W$Ifg-r[yu)?'h>"2z{;Y$[._XDqu?Qz@HON3suMNn%25wwl]>w.;zVU3i#U};
12,3270,39486,10000,Buffer[562],18,/58RJDFV[x^\4:Vm6\?QN8Mm~DU%9O_x!Q0sx;zxK``k1/~_N'VV(.`A8+L8XKyrUrkE}hPY9M6D4#Kw.S<Wye0r/c{*w*4.5vyA;-TQrq$s<vc*3apH@/gr _>i.VoU?Z/}nWz~YQ1VJ\#zdFJmF%xG90xO\dL0TZLpgQBM\X35sTX%V5f7H6U
12,3267,38059,10000,Buffer[993],191,||:q0&`6ZD?!6]7Vs$e8:/sP@}G8Hy!]dM<Ip!kH(:FgHW=7ipNg;>Mpl?J9;#=waeU R[8wp4x]7:"^GdEB2{d{0#{/+Gdg262s80{lICA7>!tWV1{~g>=)r>h;kOst~na*)kvw3g90I-{=8{zXZD2K>9+:z jAX;m n7ig%5EKOjlxfY*///"M*
12,3269,38466,10000,Buffer[700],77,f gKC6+Du(RbTxQ$m;2X;wWh?*8=w].7m=!"pZ^^iUTs^j$*n6EgwD>WiT"@dy<^UNe>^a0(e3CoFy^@d.lR+1._Z)9Y^BOaf6K$s.n!0dv'7z~>utn#xVw?"RKmW=i~CfbX|b N."3~kw+kFAJ(X<GW(u|;'ynPP`RyI0!^wq@gV:^!#O0T\EI~T.3JU<'#`+\@&y<avilM:S*^'m\Ww3NK.B2-d?iW}*1}e1;yvmK
12,3267,37498,10000,Buffer[772],76,sP;cF |SKI83_GA%6A|1NLh|jrPFGg#b~ BEzkCL^I^N/yKec[2{F!wu[ea{'S>#oVU
12,3273,38277,10000,Buffer[836],112,_L1%~7>DJORe=)SZ^JBvE"'#Nke#;8Aa5T%s>k;N0|w?6wF*^jb?8?(:|ZA6l79sMs|f04=w."cWtYYoPw&x3I7.g~o1x{lzLj\i~k:;xX"<V.RgPH7ypmT~ha#rmpkD`oH{j[+y#0P2tY:<B}2&x238n;lo^P"/9@>yL#o4-8<e{"/G{X:qx83U>ViN+[D@i)Nl(cxdtI2:0ke*"-rZ<.kRad988S;5EF(5s*wOO;w'+g$raz'{
12,3268,37350,10000,Buffer[706],161,eQAz Y52L=yS>
12,3268,36107,10000,Buffer[543],143,=kN~o^&>ER5p?u]2BLP8cLF@\qO;Oo42KXtD!K=ixt.;?;^8e{J6@*+-nWSwPuk9+4y&+*X]38$44QSVDwHeW
12,3269,39066,10000,Buffer[976],157,%e|m/`+^:K<cx:5z`Kbwn_~I;"9;fZnY5V^<<U?CE Q2GiTdO#rPX^UpOPC@47`esaC/.9Ps6*!#+9}l/M2Zc+ H{J(720y"%}Vf`x5MqMV)UkIaIHgFMYT=f -!hDs~?fHiE~+Lf95`/pla<.#EJzu[B^) t_p?u]d:iP:+:QB3*DGid'?uRa|BU[AHIyaP6NJ/q*TD&g9u^n;|cWk"CZcD6 ]CGAh5_RW
12,3271,36829,10000,Buffer[587],35,%zj:z!Q^Tz4XC}0g4@w-+6Jeg]zU).T>RZT{oHO:R~RL+*e21<;cT)6Aul`<<C!Hvd7.b&l^XSbLM%;mz/sr3#2;2zXL!^5i
12,3277,36055,10000,Buffer[926],206,u{P+wCqtLa8?J@;`TOLlL.ndX.~GgX;p!MdRq&xgSja.*Md;T)+^A^+|OB`;t77y*L=`9ZdF\w.oDZTzht'b=I;#IG)8P?esvwHF&1B
12,3266,38287,10000,Buffer[854],38,?mK2Un.x4'+$/7K)r[IGm\$lSRvee/Hk-'U(;7u^NfzJM`Z&"Zwi.woRsrn5)g/[>Xx{/Q?WiRd)'cIT^-ce|.(~8i>zj%i6Lq6^~!xzu]dg@Ujdu6|R-N7F7uV_<_t)pu}40j1iaK9`|<
12,3276,38179,10000,Buffer[774],254,ct/(`\peB*YO;5_o}!$mUEsSr$2%obn~L"*g(0'|ecMX2<
12,3258,35623,10000,Buffer[575],254, _I<!>[;b.Yx0^Q-&]Ad$kiTFzxXxNY
12,3260,38227,10000,Buffer[600],83,=:yld]Dex>ivq5yvV'h0;{wu"kK95)LmKDmBvLs`Ik:^alh&-!-S'BA'V!TY}NXIqf`kpa2f#O"GRX%EZAE)"Lz;l&P><;?b'2W_e;k!j3izm)IKElSk.e/G<t?!&;ydl)]g7w?Ai}I'0xc=T1vh'czi6<d~uk]32XFRBHc/S\*$jOjbp=Fna^Dv!w_42J2ZYB)#>>*f2j5+U"|9f+\T^C8!;*-2[RLA5=vcgioP?Q:+y
12,3265,37215,10000,Buffer[880],39,JNw6p-YB4+T)cNGthzBs8Yhw[lg"\j1[jWq{^>^^%eUX^~gffkDo`3%C'.9g]Y/}Nt2&hcgQKr0|\\b25Z#%g?x6E*LR0yF-6_/hEn3C;ii
12,3275,36157,10000,Buffer[546],189,'GUNHCw%$};HD4D;caaDt]F@rz&30BU-FlXnda?QBELg!#ouRhD&[F<eht"'T47J*$7 YU(#eiGY}*g:u$m.z.Iy*YW1:G0IPyJS
12,3281,35735,10000,Buffer[990],102,-;%.]
12,3261,37722,10000,Buffer[736],216,]AUqme>6 ^a1*E"xHN e:n3*K=aM9p
12,3260,36021,10000,Buffer[955],36,CWtsLt<?;91_VGM;d60MHD&CKVWz{>za;2|w{<r::I7\&kn7J]Z\)yG&P+Sq0%/5(!$@+[Jij|mV![tF_CS3HdNDM1Qru*ez]pWA@/P*@?YRqQ{cyc=
12,3288,36668,10000,Buffer[716],76,u/lqC2s;lu:D9yZ6~C}Ss"pDMN;a7sC:u No\R?S=muk2nD7Ny?OH\3"L/.2($N)ZXc8Gw+!{Q>-=FM-nx]Lhbf{zr`T#
12,3263,36003,10000,Buffer[617],80,/}&\};Gsj)(=*zV@h37Tit!W?@td=`JVPpXx5=
12,3277,37964,10000,Buffer[879],77,m_'tcMWkG`vO[a!~Ovc<k_EjP+:p>K}Zd+.'SRw\ioh^8]1s0Sks)2[|X$S?x#lkq!K>G^BARl}PYZG9st<CzbK_f2iE-)lEMP%TE:H;'CmqXrL=xs-:tsy[$^G=Gy;f;]S]-&.ZUGb[=|w;Ue~}KT^7+1:'CI/`H9/b.Kg4zQgWXo
12,3252,36399,10000,Buffer[744],184,GPyPbG1uuaOFw1 rQ$E~r`1$MoX>%})XVf/m@TmAjicB;zJ6Yzx[7U\d;>a<UJwZXz
12,3282,37516,10000,Buffer[708],103,zDRG=X>!$KV;3j
12,3265,35735,10000,Buffer[533],102,_4nsOFW7Mt|
12,3272,41990,10000,Buffer[636],142,D`_E:wCW\L6i5;0~-b[g/U%XYim=%K0>TDIp;kz+uSUB<!(ST ;*4m{JaVtXy<Jz;AVMp~
12,3270,39233,10000,Buffer[831],45,eo[T!hc6nZJ-ER:~7v5oTeEp*e(r*-alY[4{wB[Em|Vx=gz>Q/%KR{-'f$GP\"QQmiMv'S;[$w+9;F['V7's)dcg`H2R@:L+2mGw&d(;K"l!1*R3d=-nw/sck0iC{8E_>yJr^Qm
12,3258,39421,10000,Buffer[726],172,|.J$%dJApGq:tVAZ:--VI8d^)zYjq%7#3hqvxMDqs)s:nSz7xrn04lY8F8S5c};2s+vT7H;"Htn1]|^?YNd"aM`xX.)|tT\zU0GJOMZqL[LA`=]wq'b<&%Q=5oe KbL3OHeRePr-vxQ)I_O]<Hr{flq\{k1lxS}_cYS; c0QoA"JG4N/P*q
12,3258,36244,10000,Buffer[574],129,`i;pqJU~N+y;Nk3@1QZhC+/aSVxIv\i7BT<1!_}5^$AriGC";y!KcikDV#dC'OBOXT*UQ4/;7u7Y8>)=OY5$sN3y3=c~2uMst_g"TVoJOjB~5O
12,3258,37366,10000,Buffer[615],46,u;']@N`{{P`_ u
12,3265,63832,10000,Buffer[820],160,LaD/P51K:}8Ru7io_lj/vNhBMG`+)Hx;vj>P.9y|Fd#\j3XIU`Q{x'-bPQ/M;o?~.vR|cGM"!w7qXA0\tn;z6y35RGSfasG@Y5F@d]}[{B1dz<MS6k2p|xd&NAB${+P U[LCro&_t[Onb`=9h}]MV~t$Mj+%|$z]tUp..i_KIb2G#"e$k!}F69Z+$N)[YPU_c
13,3656,41072,10000,Buffer[800],106,m-%^3;SoOP/5R^]#`?$Bj1"X<m 
13,3727,51692,10000,Buffer[601],32,L!"%q[ElmUL0ZWp8M3Xg5Myq4Q yW>qV4V-~(azpF])qMdX8G0;aqfqVZV$K>Yt|0P|"v[nlz(9-zL7OgIl<jO_Y5SqRIr<<zN5T34i1T&zG<%G]e{x/|'; jsaB80{6uVrty-NG3n.NM8Ih+KSQF>|acUm$Dl7vLy9[syX^:/gtv}YS+7<RM#@&2[F<;AQ=|Q8iOgl{+<a\P|Xj:3CQ_2Hp-lcy1;BLK'U]+gwk[.C"uv9$SV
13,3643,40219,10000,Buffer[863],126,.~ JOg_=AB!hUcxyPgIPxL
13,3663,55049,10000,Buffer[636],145,(4lsjFg0"}JCr!J>sDrRVX}=5o]&mFX;MlFN$g;ftZn[\^$<DLM\`:(wu:O(O)r'kL)6G6bQecKDl*TIhz0YN1)5p9z"5=;{7Yz-=)Sdowa*;A;IPY_|^0RKb:Vd3pQZ.PKTk.;M7~d^J|/ZJM$t4Kx$=l'u[wcP6@gfna?JFh8/[=&P(oN4PB]6\I?%l;ll/;vN"?j=#y!5PSb'TweqS#A3"DCyE-iZ]z@Y\BVQ
13,3605,47387,10000,Buffer[681],232,i:[^X&]F9KE1]Box%[qs(#JzJx88Uk[n[4w\%v:g?%z-H!r7df3GNSV#}kz|wI)gAd0(u{IFOu(?;fmle590a5lS?Lgvd6U=Dm5[JlzObD=~k&Cq(aGy; cJ=9&XW(1Dv!I{g8tgErzY)o:+MkeK$RPLI'^h?;o4$3.mQZH4E84@UY[IB~!;RT()o"n0w3x0uyA:4m8CY87#eX\2Z:zjg%+r"!@Y{`"`~/>`T;R^EM3
13,3634,45352,10000,Buffer[1024],180,^vtEs&D[.m9(Yl{)?n@J0M*zi<R/6O2_L?7V#E
13,3561,47314,10000,Buffer[574],112,Ppo$U'pJo6/?;0GX+=b sov&@YrsOfA-zlw_+bT~lFsOZyKKC*"G_|0/CZQt^I~;vxun#uSj3pBuGb[K;R[N^VGO:j]xIK-Ve=fz;  ?4tF3`Hb7xy7gQrF49Z_{7s*|)A(jfu6T2M|Q2h >mvAM|QH"w*[E7in;ZP[[$]p~oGih!e}#.VhM\tGQc:P({;<})Nw@u1
13,3660,62280,10000,Buffer[520],34,OS!uh:~MF^gs4650dJ <q7l-C24!A:+6Dv9AxX\Kw24$y}r#tf4?F>N`~)|q1;({vJt}k|Mw#|KE2G~!\b@I+NYo.A/mwX]<g3v-;D/;|>4zv6xwkCa\SzD*4!4%|k;m\.~>)|hjzSX>>tZ~{?<82N;Ea.sZ]<X"tc%Dh1?y*;3#X.1^|uQ+w2p:84Ov; wtAS8QY
13,3678,47827,10000,Buffer[617],122,A|SmE#*|sgMr(Ie)2n?r@8az#"hD&_we3 zSUYdf08
13,3627,45703,10000,Buffer[825],33,PE8:s0/7=os+8jW+>GF`\ 
13,3551,45733,10000,Buffer[808],117,M=Yf45%9>2h?Vg`DT)kLFO;51ujM\5_ %(@qR D1N;`Ryts}|jtQZd-LGm~lky:#BEOSl24lHR@!$L{7@& :)6l?6#hQ:;^Bno.=(xeeH`%s+_f%ziPaH*I Vsw{m;cPP%*UlR)4|ETT('QMYzsq5tLyBf'gP&VUIeZ78lRknT&&90$m!II#5D~uMc2Wcvm
13,3587,40690,10000,Buffer[939],33,b!3/[O=yfXQf]NPu"L_!3QkfS.h(_N?GV9(&7}4F*s4.(Mst();Yu+[Doo8-_Li9@|8tPiX{`l5MJG{uPZGKAw-vyw
13,3603,44336,10000,Buffer[871],169,~e_XS+1R)M-v^J5G}nvIxv)|q|b$s7a ~nY)u;$sxrpD\mD7SiUb1j`:c^$D8{/gsDdpOrA*_Q{_XC:cNGy+R:I\WDt% &$JaL_4mJA:f;`&XnZaNY]q&Avv%dfLzT?q$^Ho/kV^-7fmVGw V\)dB%#{t$QVmveH9'K
13,3634,59744,10000,Buffer[815],18,c>]q_`9sF$;#k>UoA#*0s~ufT(IUr*)OH_r\W1l:Z._<b$OG(W0`@l v;Yn9;WIge.jEt\b M7z[?R/#754(HrJ_.Z!~7ioiO0E>h8b1yIT9WPW{D..M~("HaU-9n&jjd
13,3814,57444,10000,Buffer[593],120,1VeZmKgcM>Dkzr69L.\APq-@Ti`]6IcZP"8iYD%(zz_%Q${L<u!6TkY+x.\afB7LF-Pd!w;Uz/U7|hE4cxPc]!!/T!k 84&[!L R\_P74]]$L
13,3704,57131,10000,Buffer[1018],227,gUc-9U!@o;+A09B{Dk;CqfdEk@=>)w6>WC/{8Gtm7T3mV&69bRy(9NJ!F M$u6X`QkUMw|Z^L\x-vF1TY5LR)gyF;8#f7yg>+b{#2=x?8Xo%u;$2!$mkTB*X9ga du-Z;AP@Klt=Xg\+W{9?dR!mMGw@BIlX~4qvOkpbx]jHBS.HY<z:lpY5Y+T;R3s_Pce^C?2iNXFmgS@1& @1l.9erm95CNeTS0d#de:c}\j=o6'Rn
13,3724,52691,10000,Buffer[1002],121,0A
13,3641,52729,10000,Buffer[650],130,R]`l0NlVpgW/)c;*Y)_hKNS[ZMzsquBw@Tv@S@_xyiTq6h&SLo<QWcPOs&}cGKH+I~3RyMNi%s`g_.r-JPH$KKJ&0zjXAQ`wDc8n38#G{kuf|d<ZD+<b~a<Y;5{^}]QnSu(7A72xwaQF8O Rq$q'wT0oyZG|
13,6181,56783,10000,Buffer[906],108,Q_g}+=gE.\f@Tc!i;j'm W]=va#{$mF9&."zF!].9n!aEF?'D17u8@%%?Dz<8B&;zV#z;{SztHP}0v)<AvZJE%XJq/GrSRmk*f>o?b=3b*_NgZKbBSbi%3/wlQl'2t-yr=oKzJZ6LAetkHGxy&hm;\wUP
13,3598,47903,10000,Buffer[676],27,Yb>+Us?\uC!H(k-E6vsvj~ld8%dZ~vjD":E3Jp(h#qp&";6_dpGUHmHgTVKT3jM#$viDF4Xy&_~>3XJ-Uq;=HCP%i}o[uGEwX)/0y)A<U@&Jd5@D4q:sY?DT<7;7l=r-8Wu1}FPkvTv[lXN"|haHa2@9#iu9K5*.%r4x7^2V[G7.Y
13,3549,42545,10000,Buffer[809],94,Q#A}D5t0P>B@J&HV+<~d1Bto>O'^h;q5uC87v3`;GL1K5:atq>n'xr3=9VOx];Y/-v{jD2_~6UOV0
13,3665,44629,10000,Buffer[859],58,A"9;I|6|a;\l3(u!nGT9{2<hwShaj&(RCrkn;Y2TgfpXW;jGPr 6/((qSkK"Jem[dBfDi NV!!rKO>8bKLJOEp;W2WFF6rEJ/}?B25H\1K*G@="+g]lvhA_D/HGo&hUf!Q6@h"*cnXn5z6HhDOX"P*p%&UkZ`[Pgn`~ZS7?%N(|YgDota`7F#gQX;|kk HB<pD9Gxsu8\t%z%;@tfexI/ <'ve[Y6ehpSN:9p[`3z-d^
