runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.str.string
7,6717,179688,10000,1g"i..\LA#?A1{za:%dO4SHUp?I'^#]=^!@2Q9ZfQM2aqKK)K<1|G}r\70\n_csR4X{p].r{i;<9iNuiTHYIYG]`R;w/_tSh0qCj@(x].{_JFc6{8OySv"u'I+K'S;F%GVm/ H/!@4bzRB=`ogc*ehBVTX/m-'Ar$*IVPO7H33l)-\rv}D_I]zU(j.wOW`\QnZG5wjI`-pnA{ZWt#t&PP !/^_k`40b/7'[l>J+'4Ny?)IKole)=@@ (WhG[W"k3G5qSz2Qb)Y=K?n[G Im3aIpZ*r_uTJ@\69DPDGz;#p.{L+!>MP&HQTz@?@-?wOU`Ri</<9zjnp]4wIA*]{#)s62SOBD+xgmQr'^ZF3"-1N_qbV3=FZ:Xwk\D!'?5])AR{()c'NWKnGpqP8SM70_2tbZ?e/:]n0ZP+e33x*yXqS6CLr@4";gPpSLuz?O4?wbG%m^O|JQ<hQ%fxz~L?}Q[1dn9eq>SfUJ`]X^kYkMjNEb6o/q7@stIW7|~+&e]>{0PlIT$[ML.d\n%/m9_GhgqPI5N8lL-%S#*f&9fbqQ]f/|x+~i0O2"oI7`*w4$Rj9{QPl}O}l+^`nbjC![S#'L9?K}S 9(>`q5b%Sw]e)ggrX6o2Uj`+y[t2qm5koGH8[JtfqkXh`:jGNFmf1EbriG>s0!`l$F)%H[M;~o HOQW58v.mRo@|E\<4Z/lXYiT}D|%%*RD=leN`=c|&>%mn.4uoGz:W(d/VR>yF2Y=
7,7483,146820,10000,a"lK^xzf`MRy?xfDqk'8Uki)7P6m/&e]/jP0T&luV%$z{*Zs"$roD.!.P&hBLQ{n7n+`pgF`u~pCiNa9b;:q+BXe#m<co;b0\Qo%JP#yil91Fj9/(2HQ6=vcc2sd8WP1)?m3zh:[UdjymoM';5hDi\mfRx-~mw'3a3<NfTZh"Oq;.yKilcp@TTW]e\>a;Y"Cc[4)> U G>e/IbU058kUXapUS-Y'_[66h{fwY:yqWrRjV|U_VT^sZ@7t!Ze'3$jNS !k'yo?YYb$grB47f38eEzJh.OI+K=}VA $K3=*_R<$Kw(?MSQag5giS.&&zX+qK:EQZ\*"BQZlCQ(fv?}(q82o6!XJUosZW KZ23zB;c4/5n]2#o\h0iyNn7!+(|rL!R4#@"`Wx3Puh&@:!D<V@Ch^Wek7}|_*`$}19B%Wm'C(pEf3|9LlQyA/*F6V\~at."
7,3902,166502,10000,9<C'Z/x.mgkK;[s9#i5sudplot3H7R=}zjP*"(*Qsr;5x0S<?[8+k&~`Y}!4E`5NR3*kI/?tK1O[`A <]v2V('bgEzfZ(RC>dBcKOH<L$P{ ';8zH^Q7f:sS3[b9#KgOME1U7%[7DD&CE/98ypdVLY0<q5nAjR^[x3s;)/X?jWf"Kpzcp/sS2w[nH'*I/*8'>0l_7ohDoKm6koc%7!ToY6c!r&ecmDl*Z235;Sl@^3w1].AvT\^@P=;Ty:]{VCAuZ$:'<mgBRZ4"DlDu$}HNlU~8:/];M*^(C;YIl/x@ds'`"ppC` .*{FN9;1Uo?-\N7s$1![G2D^@:7(M}CqP$)<bz:]x {UIPN~0Afq6k;7M-a:`2))Os`Dl553q'(8lnKv'}I3p#;qE`PT~!"y>cxf-V-p>[dh<CTG$is5kpX>"6Qgc<yI')n&fsm)xs5m>*ppj1%:~@f@:DN#7C^0"sFSv &-D\1.ILZ*=/5!HP?JnT0bMKpl_)}A&'DJnz"c^L=\h{y=N&H*y_kB@;4g(3w8S6M ampK;5t7+eM8LDkkYnL~5<;Q@`Eu=;FGf`m!~UxL;Ha:w-=~{|+pU&(7i[/2 Tzv0@x%@ac-az8D}j]30ylaG{o`d|ZHA6YAz=KQ7a]I&hxq`H6iS6@O#3e'3Cc_CGvx;;cDQ=nC) qsQlVw+VS-d?i|L)3/60OPE+"*[I06GWlG7FP<\k~6e-UhA5EQwfBWKDL`_Mj+K-WQ(M3V'U2SH)@y}W:l)tA77)C/Z('mN|Hi&4`*ZmeM
7,4887,114142,10000,tllBrS6(@Z[Lj;BhU``~NdiG_J!-OAHkdVhtC\$bqKq]qrc0O_H ehcHm)U99wxSg'$@%&+1v8](MWGw3j>gC3C{a|LXJf)9];;J5|Z\ZZ"!^\[+9obwJjq<pCi9N]Q<4%Q%iS}H~G"/Vn<#zJ.pBA>mBk=Lt=/Rg#S/;fK)Z.^gSDk&4`ppE[uz'Q5-H<lO_}X3@BnB(Sk\(M(gs48gmld\fY9 "1dah0YX9&y3@Ao7_/r^%z4K=8g&KivFNZz5[J6Z:I98.8d@`<> W7nwM;_<okx9G-NOK7jR3[#Fk={|; K\#!e}B#lZ\Rn.Bl8tLCp
7,4878,121915,10000,\w@(gR{Hhj)}_E;JSdpvMU194JT=KhLJ/ }J?f:Vjul?rn3{AW Z97^ [$w2"^>'>O)-M1I`v\8l$q!I"Go\dpw~tZ>|%.}Q";yUFvIA;1W!c1+f=;Cj{'s]STwRb:'mJqpD@}0yp_X_gE3<CVWYe@mwB^8H?N/3U9Q?_$>R)Ne'JN?QDL+kArD(x'?Udi0t Mvs$-ah@!{7?0FzR7R'<8n6OiwHyZSakTugT/kuTD'HUpS>KC:wBZ7x8m?$P^k^Ekgf5ppy\m^Un&9MkMCZur3:GK)#=&awwt0@ZNnJn?7U4o
7,4878,107600,10000,Q+{`pfkM-dfr+H$Ohmd4pnA>7v1EBbq||;NUkvu1<TPR}$ht'2<`3i|U5;9F2AMm-";F.]n9@+EUY+8.d'<+<xVZu7U}<oK1p1)FWL/\5&sF56)I\=-V|9Op4NQ0\rfABF>P&5DvNePS"LJUu@z_Gz21>z2c
7,4877,118593,10000,4IN?Xo4+z%Ov}AplrPDDq]/5D*-:C8wkb^H2?*KrC>)nWq+=h`mSG*j*!j=ssKEG0s.-AMh^1ri`x8Y!X;1g@@X*}q+m+Z|]n hUGEP~eY28l]<VuIyYJw^J%FwxAWbzcL}ylKZd %O4V_J2%T'44W6tLjRa{F>;y'J>)Y(Ul'y!QIXw~;xfI0j}@SO9-w`H$oq}Fs)t%ek i_`EP%%O)kUi<("ny$"\3*B/rI{>-K[-zJWu7;[_|K$pNTPH|QVzAu3 j?Fr(S7g6gai-"T4{N(kh#+UL&UT`FT7*_CY1az@'>YX]zP1gN0.HG%i6R8l;Z
7,4869,152410,10000,xeZ.ZqHC*.VSR*9MaozbWw?;pD{8<?Nenjw8)_0fX"!V.1`veu:4<]n';c?w01~(-7xQ7';iD\jSte?M9+B`V( Ray\ARbD0Tb_]48(7Cw0-qFb:i.g{<7:l5l(# (c:.:wi) NiI^tIWhlP++dY+@NEn;S;2^p&R7'yhRrN6\w|%/q-h*)724&.wz<^l\w(<'1wBs(UVQU.{#~'TQX(zPUWW}(_%fbn})\$r<%#eqpNqc{mqs;qg;xEGSi]8QK.[GgKv\hQ`;7}J0VB_H;<D^nS5mf-<.A7H>+'n@~cB9g<npE OM~N-q= >hC =77rE_tbFVbaZADOP@hB`e}^Fkh6Yy[+3SXfd4aXpm%5F|:e:;BbX\1'-j=.rF$jC9uLX&{ r\VYS#\-s0&TEBzp_GO*Z\5oBw)@YF2v$|ejChh6W+}SaB~x_Vs;n;1p)Zsv)#j5A|n;8#A5\#u53&jtX0s5e0\qlcWKD|3l0h/[kS*VJ|3C
7,4873,101017,10000,t8g>;di/Uc!#/e01`Y7m|M~BKe;0sm(8BeEBeDi|}<e>K{5Wczw(1e%LvEN8wgkdCz_2Yk:LOLde 0~q|dw-}+YOo-< QS}l`SqE$%I0$dQB;h=\lY:-i0;a-;brdAz[
7,4877,218712,10000,?9#j4$cooeM;DaI5#tW`Xc= +;M`{fW:w-5QxvL3/`ur*@"}S0Tx:wmZhY`r><"wTEMn)}4=C1$hjf5u1IzfAu!) e~[*)#"f5_1bYc8v@<E'De[Mf85bL\<F^G~~n36X1fP'wB$z&%;t#0EK`0!I[]A&]K8\f@uAZ 'WSZAv+.@;Np)|C\8N s<dE_>j}co[%S%c#sp'0V^NV*!>K[kxj$|3jM9k+It(>VJ^h@l"P*e:W&R(~lTY10uGE?5T_a"3%&"mFk+xQG8JDwm?EYNx1'sWXq.zXmYL$5~kWK9AyYX;;uwGBIb.L&zy*7p#+#"O6do.@qP<g_I-[MAmWXv?uY6_g8t/_/L`V;[.5]"jN|0!k34Jvt=+49-S\N1@]&az['funro*xeEcOvIq@* r]g!LDtc9F!?(U+:Q*/>/3K0fdjo2"jA74!w/$$sC@k(l@KhrYZG<M:cO~5{Xf=-v"5w`Phj$4FCg9{*E#*(Ed(62A&u$.DvJ92mFzP\5I9/%8s[xF|5lIr:^/y:jK_1;q;ku)S]cHLajAT<D@G.| pT-K@M;a3x`(NW%YPN7_k0jp.BYs88%8z}D^N;s]*iYo;o\PtX9x*e[>G4/"eoB}5"M_:jqCC0un5q#W*r3Yv!|qw<y#`?2L;tdlU/u'@+<m%OLFbDP80j$b<3Ih !!#0#7WSQ5fa9#K3)r9a`I:CGo`c!.p5t5y"nRt.oWd7&qz?'z/${Qh$!sAjM:VIVj v[5tWA4A(_cA?)LJjw/!fmpX!n R?G$(<m7iPN@a2\&-0rha^{f<5L]D]e 6<^#_=KEim4J\7P;n4x0*Ig\NZY(v;K4>FBM*a%sw}9G\ `6ych<d^ni|i9RTMwDF;<x"{yPC joJ(d?l=HM}c?m;sG;$-K7d4#wE9rg}z9_q3~V`K\GL$rvj@xLPqwj31H.wU< =aiM({~YASgReF^AtJ35jxvc'^URalgT=Sj]pdvi9CD!dG~d6iw|;\'u=G!3@pSW#W'
7,6719,207919,10000,qcdn |H_1JG-y]Q.;i!KRs|4}HdPDnad\xB|S=R&CIU1ZA+\)&QIMN*8pm;Szzdm[u<IA]ik7c;4;{gU'<wVg.6#y>_;#YUZLq)bwy*$%SxNNT$L3}}5;0'vx9}sKK3i!. G!^5h|do:"(uO(W%RLFjz(hs}1]'v_tQ.5/pS$1fZIBK:e| Q-Cn U'!1su'_(l_pFqS@C7tR;_P}(8 }%'3.^gD:8Fyytkr(-a]A>aB*vSPO2R8('j`=64&J*hGD$+W^|%"DRS&SxWl60l4P19ju`"*@f$m&)u5AH5&Cvt#X%Nq>Kl}FSjdeC7EtyNojAI?X^_S[BOXzRX7PMpY5n-Hy7V>!m$CL-*\:DIlmQ&J#gn2w`;=EC]WVBm*rk:TIVZ>L8VSwXP3=Pr]fkU_%~\SIr&Nq_zw[vP?^eC'Q@}t_I7w/?~LM!F'6yBrq.Fys<wIyOw rkjS{%G;5jTsj;+Ai^-L;;[|\N'k66M3mB5eIeQ}AMH8x;m)/hcL9a;WZ<k]/%Yxw$yKpiaRhD")[| bcrxkDkaNvGyoq'tlV/t9mnjCeNJ#Q~"I)(=9KS$a+3Vj+1su'c o`\oM5+"M'1hk6 v}b~$H$By9qE&[H/%)-|epk(:CEd6'X4kDf40::-x/(8C/Rb*NGpi@z|Tb{!CA)*Tt/7J^eA{!aRRU(x$spS5).PM`vqOV~uq!R_.KlypvF\>1?DhL<*Xe@QOQ$Sm\hV]hsN5wr's0
7,4870,141881,10000,RP]Mb0Duo`mn9:d7%#bQen)*qY:P\p~"`J&FX(cLNMM9^H#B[e/"h%bt2Jq+v/7z u;<K#rI%Z:sk2?akhnB)d~6TSHgT(ziuq;w)FP:kTexR')9)eN@""sf1O=EWaTUph0mR@;'&aVg8NK1-<<Iz{P@'hs-v2aLq&@EM}pfeG(Ey?"z!OWT\KyH6.U$|`'#I;W)g$[Ndl?bXWM%1|DkRX=@p;v7}_J[68TUtf?V(|1L-0(99 Y?.WTuP<E$is&2OVzp}Y|&W; 'D3.\2s9iV)<(~`[p#IMisDH3" _<U'w9Nd8e6N199>nzFK;pX> VV+XFXg4%rToP_Ld:^;xt?$uw1WuAv^R-n-:%yAPIkIB}d&Ez+l9^ka]koG8iM113Og\y
7,4878,176827,10000,iC;xYbXmZvQy`tq8IO8C5zJ^`XGuzQdd$_PRo$'=Tc|W2UA5.[^~I$EyB!d~|k!:!3'L)aY]F{Wh3l!F:7py:92vSUbMbGVt\'6zj+]je:Z}M=y}mg9WN9^i5bhc7+q-*X(guWl(6?R;~).{;f_KB b=.RQ(.uu+D)c{hP)kU<yzwqN)D1e;Gsl]!`V)ZUldnVKUWFNr_Y-:$$[fp}Kk$y!<kYe]NO}S73O;gSLX`J'SJ3&J?6@t8_nJK#a[dS$$fvr@qLqYdQdzC3VmmXl1Y1r7Qp]aYG~VfR29c)06XX8yq;}?yG*W?-*|mS[HUy@8MpIDM$2sn0>v;ju1@Fd:m0x:+'B#A81F(Uq}+Ilnrl\;O1R+PE/OT31:y]p7Jpg0qz%nO5b;LoJ|NN'l.')]U_6vNJ"me8z.%4nUb#\ t4)e@jZQdDZ&rfG|[%WJAB<4| O<+*rT\4w1o9wE!npf-@pi{8RPil^xut/q[".Zh`@1oBC"VXxeA;5A^^ofcHB{30N26#z~Js7Zy%&'#*7z >zsl*?6q;`]0gY7;V.`X$YcKYxth;^\WA<5]nkj+/z9}{Wo`TtK;^F_:Gf8?&w;igj3kAtJ'dU5h:W<2TWBn`&eri?#Av|)E@*l w7%HyJZOFF#s++?=(}!C`04FZX7Y3>/+I8A"SuUe%K.UiBeENvCZv =}5C*+enuZw49O`qLc5{z;GkyF/[g_K(d<AG^f?30i<34JMUqiiNBQo/J"GH\UYdHY8Goi(A.mmSJJ8jU~J8;3'j2 K
7,4871,85492,10000,euKo9s3;~14ry>cxVOFnk2'qTm_M:;PGhC)7dNg\G)F|&?t"@wgmEsA3&|Xbgg&D
7,3896,178544,10000,/!L7++6mw/$a]Fo='4saHa-(;T=b]6J/a{|SigV$7|['ig1dCQSYiP6!d"bV"*`cUJGh<&4|S&N?~2wfm&[GZn^VFFr9xVO&VVEfe!i<(]UZAT_!s20HLkJbvU)L4& 1ZDEZ)j1?OY;7}0Z!v)Kmf17J=&a;!x**xXo3mPRjcM$[AVC`c?)8sU^LT%sxg2O=nrMTO/Kk2;.IJL&\6M8o=[<K)@pyO-:Zgw}R*m!.+jz*.0.W?iuPV#D'0C9{.\i_}YZ+[e~9@y|D~&S0I8P|k"h"NlB%m!4g_)eF?M0^$"h!_Z?wI?HO_G[T72/iYDXk=QUN47_(VK;"s={Lp=sVK}hOdh#R@](T7@/nNHheT;9fu~v\X$NQ{$NeCGhgUEsy8-)jcpeht~2Y<QP5<j#EM\qp3ycHwt};~y<@7<yI9B1Pn#=Zy{*7wJq@V?oQJM#]Cg?isJm7u/F09@xpV^#RWd/>ax+Q:VxN=bf])JXHdz.V&#r%d%%r|fh7^rJ`9>#mYggF=IT6&m^lo514^o'rpH]"EwfS;@JFbTV9G`|w^hcF/uVk0rz-D*oh*"~3O<_&Li&wHaalkqF{7af63&b+N"U[($3;|e5a4h=v=IdPyqN:q+|vI\ kit:Aq~bX6;EYaex88PaSe=~R_kJoIQPWN'/KIbPPR5Fp2w)yi;NRR.}r!=*0&#qIG4+]04<:"dZ{;@r$o"a)-B)BFBMNd4'z[:$~]n)]W==0. [?\P1Oa.$hqs6Hk)&Sb`-k[C$;_h%q6Q%H ;Bj1dc`'=kj+(mWLkD;7D3XGLIL(WEZmWWkr7J7K@AN;}{%SJT|bK}lsmJ0d2*R-&+A0V%[oiq_Y8?AEMF|^'X#V
7,3908,160241,10000,WAb%m:Z;MmXs.[=qf[/H^>|6k;\0f6$<;2i4B -VKV:J"?dn8]dgEEr]A]Z9[{[Y;t=bDHj>pv1T`AX YC=eFl5&H%=cS:cc-} (_J"_Z|v3>9q1bp?&8J(6Shsd6q=<z;+obL[{A#zFhPbo+c?&J{"{7=~1W?0'Z`ena"/>dJhAQyiv%9~K5a/?Xo(-e8?CsKp%;p67rSl<"]htFIEng'g(2C$"dgl1zn8W<&W1wh@LR\@AL}D**k!F3G3d]g(BIL`jdak';|vgAb!!SJ;q:8*0w;P`Y\c#c|w6Y91({|UXPat*cUOy-XkP}yFKng^Lo=G34d]M\)'z`I/Nm_V*-o6;xu;t_*>5<_dCoo2r;3u$tE;57<H7`;RlU;k4-y9QWgG^<}0^f=^zsQUe_31oL`./{M]Cfu{WW6O:8guM;>IOi5"wV9UEU>hY=;t8i}wqqdj.LRAaK'%^-wLa&bn_ fr"BCiP:`e(=ea)]$B>:?o/S92"s9elI*fX+kW^f;Y E?ke3EtKYM%;{uo aU"r'bK.v+_kBqA#_&#ACe6_nyC4m.w~=jBx.Ejv^?3@(=-:y7:l_zN~fij]=`_ebnc7KQ E_BzhS'2}bX/B1Z"hD>IrM<;}lyZWzeXU.TAr{Q$Q@c5t`p]}C6;!nL062!B@r[f+X;RG"i6_e+}THaZ wpT
7,4873,139176,10000,a6u+TbGVpd3Xr`uuL$D'z^B3Ho&G"7fq[kNex}RgwEw`B_D'mB#z51u'g>Br$O**G7>.IxBHy>G}e}W;@0yM?.5sh`]|PHM>2<)oG89M0gla3Z=LVz5B?"snOuZdfudTw[99Q)T9"Gm]^Wk)89PJu0`80gq&Yv/C<[aON5^j5}bLTqs@%To2{s/~CisO\[&>g\eQ_e&}/(.rsyc$pfD]qnxUq )?fk:C?\h6uL?{n|t?{/F\~Dw;%YSOS\E^EiWOhr1@gIeUqA>um / RC;x-/[>!~[y
7,6711,135910,10000,UL=Hih0~=/P0Df%f74j*0Nl/?C+{#?::o("b`|x\tc8;.qW]=otC+EtWuXxv-@"@ZF[oX69/awJsRF`?$y`;&cinS7PSl;#W\8WJT;+a%]`ZTu](9#(T6XJUM.;s|XFEiup~49B"\;|Y]MUX9q}9%'/~;t:SW|i>SeHaf&/Ssd;"a8gAgYx8do*Qk]`B|nIW2&K`Adt1NVFZVU_xU9458KNl2R'q]xK1mt U].y*wsLTT8n18M0&Gad<iZNYIlKb*mvmfW4|*6"$UuomsgovVCW#P7C:8LUK%?4cjSjiX|?#yqqutUfg f6B%|I4Vwf9WwnO
7,4869,94726,10000,R&HK!bsZ5W1cS##a}4so`!g2#4YPn;{C;J(GQ?Ae_iuP%Td'J1m~C@f<|!{k(C*HiyGE9JpAye8@QlIlcz6;Y>jNrs"dLMQ[_(5"2_w*=Xsn0qkd1<E?\y4_]$q
7,4879,89004,10000,#l=(w@o2hY7?g9cGn3EaR'Pg 7Xp!*;R os6K`HsHUER)I"nY:|vIe a=!6d*eTKav`7f}+
7,6720,125160,10000,ZEE"`yY(PX'iw26F}Glo$evcNrS^.s:>uP)d)|Jm|mU)k_O]D&u%9<+PMjrJL[>cc=~r_NQs5$_"=\r+hen"R 5JU5UJq<$)W;46.BB5oe>n~j?/|x>%.k5J eScGN[%V0@$xp3@pwU8i90=P?ADS~d!j04t'QB+}lqP@Vhs+oXeMx*i2 D4VrsQW~t5;g=S@ub6a~B4P2/S=dujCHxc^sOXP EZy<E&-4x"^B2W:UCGGAB6)7[D*?a4)Mqjp)|1-0h:;i
7,3897,111385,10000,.a`b>#@m0H1p`LZ<jQ/%@uDZ+=Cu$6'DdG 4uC<{&d?*Rf/%dz+SL!w)i3X(Bph:'.*BXPj+s9b0U6t;f^jHGnE@~HnQ8UVe9{<g1HxqsXkq6(R%uBzzh)}[ut1Bs#h#XY]RN6jPn0du@\nOj*)A.'K=9cBU:p#=X_EcU*50U)"uBdXU\yV4EL+7JxW>6zK-qkapK^5Svumr|)=5cXy:WD1pToe|e56n[-[5;Df4ph_xT(x[7+W!%]D(F(l;VePXBSs05yO3*Lbr-#'8}~e[3suXGM
7,4876,261549,10000,r`nn}QOfF^L!GWl{k4:}iTDe;n#&S^eio<;^29}5)vVymT*n"AULLs4Xl%wt\}:ZJeTgylkDx|^o1zd0p0m`![1%Q7_!%O8(`KXiqsdtVCck-Qe.BH N8*ZOIk]1`[%L0n`a ?/G8hvw}~>{@ovh[890<z1e#-tEw4)zoaS]Vqi>;k".a[c&&W<H8"\$O0S*KKS;aOwP7j\X@7%Eg[>V*z!W(s FFW6R="/OL1|2RxKXCP_*voG)ku@k:|-3}qI;!uDQft;".JM2?->lFrX*6Ces+4GU{M!g5U9)BHvahDwR5>UNgpWTg*3skm|x?A6 kq&Uhnd*jDPr(j4m:Is*pd)!z5+-kh<0-v/V_Mc#7.<+*f*?Ni eQh[xf`^_nG 62K^i+o.Ce3&!qOv?kz'W@wI{QjuH6ON-Q`7/%_H6'#3#IbO"BeDmUox:wph\C%Ac`>YMQl E4TUuJSf%`bY%vscZlb5Btt;XSsi&xDu(:aV976]7y9`LuP`F6m>{2a&Y8}tj@@h%|aNbNZ&A$!o6Y3<Nh@AF2.+dGT[c{xIeAiQa;[y/M8WWsu].%x ~%lTsc.(w<Uema0e[F{N&^r9AxBco[?DRY'a=q!r$I)_';9;oi<rAk(hRiAJLx1-wfs@YrF81dC2*| ~>Z/*^Uh\|^f>gb )~~-UDY#iO#(T#S'S85lfH5qmkx;W`5="hzKOcN$qyP4/$*6l%@"XL#{MW`o[uN8J~w<L=*ukZR/6"6;L`TeID+EoPpCmB)HI+KE\B_%42D~3 \77lQtaIM[ =Hdc`0zE0dSI>e*-@'3Mz&h[1e`89fP(..&![c{Kj~%%|e:V*GY(.Fv?&eL<dT[-!&pD};% 0f8mRbo_^?4!jr1]P.4cH/*p H{(z"pC&oc5s;;zD7!gei*3(i+2e7^oN+o^oQg;P*~*t)C+v xA~#eh@vJ&I$LAI!X&L7c5ie|Dau]){E$@*yZk%5WMTj
7,4873,202576,10000,nEZrgi<:YBxH4UX;~w Wl:tX]->P?2SUN72g/;Kr6B;rq vFNITxt1-;q_h&K"EKaos_8/d9)Hk$d}hW+$4s~^*\$.V'>DZAwF h7;5F^R:xb7GYJmLaAx-Vw'LsfN31J?4NVF5u] KLKfzeA=wxW&Ji7y=b<.)gdF'>Hj)OZ?4*d)[_bb<15]\aZ@&ODXtR^tBU}r6KHt?!wD7Zb8Rxbk7ax>5l#{.hM"V;%q}7l !Ebpg\+!h7V;P)NG8g14Lv+OQ(xRY1/"3+EV1zspE~YJEqCBi5d0} SBZr1j!EZj$\V'PP&QgSiFypG(_yF_ 6I}HNR.t^;gihl\LCN BB-szT:!e#TrEH=Y@IoBewR);@Z.bS}pa.: -Hc\iaBkKGUzWSAJvEFpUUA5[@9Xt<hm5GFjoJjA/=[83)kb}AVjq3!.%K([J;U;1Sh>3s$7X+^!'70;\O~v1r$3gP'xU1pyajk"UjLp$v5.<=!)Z'B&u:Wl6NAbI}$?$X~5ve@.~_b=OBr?|k]ziD>>>p@[?S`?!LJkzzLfGL\M%tNt \;)pc7@mBmzZX9[ ve>VMd v2lhv205$G-o\"x(UV#GDsX%CfLxmYjoBd<4=5emL*{6h$x?5.[P/o?Q5Mi?lnhnKX'G'+r#_@h%q(T5Y_HL4rAf0/f"pj_#(kQw=[5~3C5b>6S(P!Ej-pJ|DPOk_6O/(L<SL]~^t8E=xzy:Nh+g#%@5{}*+:RKMC{])\FB`Exg<0WvR!TJT<<Yigr<uyPzxRClx*r"\|3=:+Zi_KwF?Hit<)E{rpl[gxH^s3s{Xb>.t36?2Gpg9UoUQtZR3m0@F7S"ryn3Ilc/ySI
7,3904,210871,10000,X>~.TmEHt+C=J(=**u9;)>YSS#G~uT]uJxL6ipG@h7&}G5[9kv4Bs;q5-Tjs88UL?\ax'!lXksJ 4Hoc2aFklHi>^gM?-`q}6$#.0A*n@th >}W{6^.5BcwtaC A?wa+rV[4;#%Ozb'@RDVr>JV W3o|>{60qi2{-rF6oSYH&YI@bXrmU_NGc+H/8Xw0 +o`Vz`=FF83Q#]yxPU~CG2&M!^uW*Qw9!E!eSfeH&'0.o[HDLBd?Kzzd'pR3nb44M+%>^x#+HSF1c}\=w?ki{1<ygFpTH-L'kGr$/cFw!7[O>][E4]Q-Z-H:>+J8<RPgk.<\GGv"i+7ah^k1iL-@'B@w!To9>qE36_VDi5/6)'0%^(l(o>]sTz_$3ubaL&OK|$g3;3J>vkIS6{}YOF8+me[<?q#6yI85"4(3Q1gn2[UGX$9D=[{bbxd(GVZXst\C&ZWV$o? ?N19LC8R2ZR$RRhlGf~oqkD2(yiO0k|N3C?Dy.{R\}l{WC$^Q*hI T9e;&)Bj]_b#Tx!IH aRt6YB$v.k/^S<FENMYGmuS@d*Sk#k<Qd*B*3F>?/|!vE.OE;[?)IO2HC+BgJ>=&iDeg_5l9;?5t="uxn;d&( w<e_E-6J^-0A*[*@`<JzR_RhI9*U@jFRV<$$8HnlRM^tzpGeFne7>C7;^ry~7hCc*K-47BvKTVH7+i~\8]3rMi"u:*a!U+RgQ5<Le`[BK3"(+Ph_)Uhnfi5P9svL\5;d8ylP.B"vbG0Qe*=Vz"i5v:9s^[5O.=39;4 whfbRip8\^1^6eHoI8X%W"4O.-q?EsB*-CUMwl)\^HVuylGU>VG>^G;G;Z*0W"(c=1"HMn@CS^xv#*!1`p+z@8C~i8TL'O>S=.#_z<nUpdIw=uBQx{^&.Fy/]:>??f3Az^)f*TwN8w@&@%<.5A1ve{u1{#qocLE++[=A;/oA8&3P NPVhP@dOnZ+KV=*]~'^ [&Ia(H`tN4o{{^v;j(9MC]Qrh"hBDn}i|^0YHu2k3/L$WpO9
7,4876,129230,10000,FEvSk0o~4"S;t)`zWALLe(&Vyq;(w&H"|4vw2+x)E2CX/M(*tPsJlO/2>*+DeRX&a$5IaUV9cP?5)-Y-Mf)E Uw=a=kG<;M"NOQx4Y4_t@_STV>dye{Bj9h?asTu]*DuL:D-YGyo{'y+pz{"11T4j?[F{}PB`ae`0OW$/{7B~<OC#n|vEKDPVRK96j9Uc?riSX.cRwbxu;>=i\%-;_biO?S+iS{N@3q5NW0?1L un;3zClP1d-@9H-=U34K~jatwcR;'\>;%(Nu=4;3^N/%/?Kh9(<&|{P~UCZ2u~Ya#N"*IBfsS_\5GM+HYE\2dtIyT&U*)E\Fo(piB#~$cpWGU]9}1[}`[*D!GrSy029Ro+3N92.Z"=9F.8y85O|m1#"b>3hjSC>j;Xtu}u*~
7,6719,217717,10000,VbVnGO r0kb #4<-Urvgaq*#)@*Fp&:_0z1L(o-SkDg^*S.i+co9) 98v;[C)wV[}V!7Bt)b-x\}4&UhOM)vai76K0LiXHT'AMv6$FWzv0aVGw`?\_q`B(q;l`ot@Fm:hN#+#?1p7Zx_>%Y5n5C^xLAT_K7kZj!X6knr<mxF4U7R$36pNI*e@=N^#doQ(taq]%7_V[lcN"!X]kSu}5mBH$rEaG8`7h:[#Rn#;7\p9+8L]Pzy\$8KH5n`"&@>d;@Q|E:;$@5rX@S0Th4 2|BVY#u>ij:YdPb1//%>1npyoXh2=:~@SuSiH]HdYSCKd=:zF/Y_owpnte- /ocH@-xS?8vO2EMfP&0Jn*2xuAIf!RnAfM6X8P8zE :\n#l#4 F{dnd/3jET>7^m7OPTBN]Bal@6E$=N"?hWV#_=v>9Cj#E>SQC+I |2U{3ldu1J{BpMu2_;eI)Qy_K>|@wyGEN1;\tv;;-rTXQw])`5u\Pn~?(x<5OKy`w!f}E#9{t.3}MLBVE~'M}3XhK[L^/l}D+4mMD8!Y1e#'&68q:NSPRulqbV!P)%I[s:">R#<(TVC#Hn$g8;he;t$e'Yl{Es2"~BM%R)a:8.TW|Y<.At-^y|mh]Wce(Np"IZ<Qii\*_/*lfA{jMU>%oH{fG0:eNo[p?5<Iq8g(>U^aO&0nXTGC;{puJ(l:gxo*W^}bp|N48P&TUt}Xxr)M_HdO{#LqbY8?|'-I;ZD8-a&ifDaS]'%l\<}+FrO{0)N$gIdU`d1h*KOhG]d7a_[_ohJh%q_n>Uz (1v/kc(i;6_Abh<xsB.rrD}4;O`@$]Dp?ha+]9=*axw`8B\2H9Xfr.0L;2>O%&-'Sl;oQ
